Query,Execution Times
Query 1,21895433187,19369650840,20399616479,18456210851,23609191894,21093325376,31654221057,26803190231,28541855812,29592225313,31055568695,28902653694,29431783914,27449992179,29272875785,30237365961,31025471687,32960472106,34867832183,35526752471,27002167701,30324559926,19912806749,18423546552,18293445587,18215249538,18169527053,18222093105,18196264982,18214708328
Query 2,17727785348,29952901840,28199847936,18892992973,38023215293,36889046907,36462724924,36526302814,46541098594,26282144308,26446130514,16523980855,16520776987,16468719482,26918025255,16546591043,26580109834,26330925464,26374016523,26676568031,16675545215,26514771461,16629237890,16259861946,16506795883,16512896776,16366449117,16310421228,16419192314,16276439905
Query 3,14621105194,24236753463,14273716926,24408103466,24028973102,24479308843,14689835071,24311595916,14442071676,24332465410,14297188520,14354806900,24407955408,24260574340,24443799972,13996468544,24360427141,14204749584,24328229188,14214009761,24225086212,14567506551,14223696470,14524561405,44292547464,34164454221,43319556951,24339034795,34353071212,34257127046
Query 4,35496173381,31551439285,32070044517,32360248565,32533675193,32083077430,32067757844,32035522222,31894247770,31728112459,31798062324,31602844476,31626744985,31948049068,36631259679,56295153379,47135216951,43437293052,34237928867,41669363975,38204300165,45796030759,39353138208,38489890813,38661682367,36772970438,37962186336,38763876438,41111023187,36857928037
